patent_id,patent_type,patent_date,patent_title,year
10005488,utility,2018-06-26,Electrically controlled steering assistance actuator,2018
10005489,utility,2018-06-26,Ratchet assembly and rotational sensor drive mechanism,2018
10005490,utility,2018-06-26,Electric power steering apparatus,2018
10005491,utility,2018-06-26,Electric power assisted steering system,2018
10005492,utility,2018-06-26,Trailer length and hitch angle bias estimation,2018
10005493,utility,2018-06-26,Vehicle traveling control apparatus,2018
10005494,utility,2018-06-26,Adjustable wheel alignment cam,2018
10005495,utility,2018-06-26,Assembly for a motor vehicle with an auxiliary frame and an impact absorption structure,2018
10005496,utility,2018-06-26,Module bracket device for suspension system,2018
10005497,utility,2018-06-26,Extruded aluminum tailgate cover with track,2018
10005498,utility,2018-06-26,Hatch actuation unit of a motor vehicle,2018
10005499,utility,2018-06-26,"Self-adjusting, self-damping air spring system",2018
10005500,utility,2018-06-26,Operator station for an autonomous work vehicle,2018
10005501,utility,2018-06-26,Deployable aerodynamic bed cover system,2018
10005502,utility,2018-06-26,Device and method for exerting a torque on an object,2018
10005503,utility,2018-06-26,Three connection point farm implement dolly for use with an articulating tractor,2018
10005504,utility,2018-06-26,Towing systems,2018
10005505,utility,2018-06-26,Semi-generic steering knuckle adapter assembly for a vehicle,2018
10005506,utility,2018-06-26,Suspension arrangements for vehicles,2018
10005507,utility,2018-06-26,Track assembly for an all-terrain vehicle,2018
10005508,utility,2018-06-26,Flexible headliner assembly table,2018
10005509,utility,2018-06-26,Bicycle seat cushion lifting and adjusting device,2018
10005510,utility,2018-06-26,Saddle bag lock device for saddle-ride type vehicle,2018
10005511,utility,2018-06-26,Straddle-type vehicle,2018
10005512,utility,2018-06-26,Rotatable bicycle stem assembly,2018
10005513,utility,2018-06-26,Bicycle operating device,2018
10005514,utility,2018-06-26,Operating device for a bicycle,2018
10005515,utility,2018-06-26,Bicycle bottom bracket,2018
10005516,utility,2018-06-26,Bicycle driving device,2018
10005517,utility,2018-06-26,Bicycle pedal equipped with center-of-gravity changing means,2018
10005518,utility,2018-06-26,Automatic traction control for friction drives,2018
10005519,utility,2018-06-26,Bicycle derailleur,2018
10005520,utility,2018-06-26,Bicycle driving system and a multiple rear sprocket assembly thereof,2018
10005521,utility,2018-06-26,Bicycle component operating device,2018
10005522,utility,2018-06-26,Connector,2018
10005523,utility,2018-06-26,Unmanned marine vessel for node deployment and retrieval,2018
10005524,utility,2018-06-26,Underdeck mid-cabin entry system for mono hull boat,2018
10005525,utility,2018-06-26,Surfboards,2018
10005526,utility,2018-06-26,Apparatus and method for powering a vessel with wind,2018
10005527,utility,2018-06-26,Method for optimizing surface area and use of adjustable trim-tabs for increasing fuel efficiency of a watercraft,2018
10005528,utility,2018-06-26,Pontoon shields,2018
10005529,utility,2018-06-26,Quick rescue survival kit,2018
10005530,utility,2018-06-26,Device for improving the water influx towards a propeller of a watercraft,2018
10005531,utility,2018-06-26,ARC crank,2018
10005532,utility,2018-06-26,Retractable thruster,2018
10005533,utility,2018-06-26,Marine electric power assist steering system with cable,2018
10005534,utility,2018-06-26,Assemblies for aligning and stabilizing portions of a cowling on a marine engine,2018
10005535,utility,2018-06-26,Adaptable modular power system (AMPS) and dedicated connector; modular payload boxes and autonomous water vehicle configured to accept same,2018
10005536,utility,2018-06-26,Outboard motor,2018
10005537,utility,2018-06-26,Aircraft fuselage and method for constructing a floor in such a fuselage,2018
10005538,utility,2018-06-26,Aircraft with inwardly foldable rear door,2018
10005539,utility,2018-06-26,INTERIOR TRIM PART AND SET OF PREFABRICATED PARTS FOR AN AIRCRAFT CELL,2018
10005540,utility,2018-06-26,Methods and components for wing-to-fuselage integration,2018
10005541,utility,2018-06-26,Methods for providing a durable solar powered aircraft with a variable geometry wing,2018
10005542,utility,2018-06-26,Flight control device for an aircraft,2018
10005543,utility,2018-06-26,Actuator for flight control surface,2018
10005544,utility,2018-06-26,System and method for enhancing the high-lift performance of an aircraft,2018
10005545,utility,2018-06-26,Aircraft wing rib,2018
10005546,utility,2018-06-26,Split blended winglet,2018
10005547,utility,2018-06-26,Aircraft undercarriage with shimmy-damping means,2018
10005548,utility,2018-06-26,Compliant lower bearing with tapered outer diameter,2018
10005549,utility,2018-06-26,Coaxial lifting system,2018
10005550,utility,2018-06-26,Compound aircraft having an additional anti-torque device,2018
10005551,utility,2018-06-26,Passive wireless sensors for rotary machines,2018
10005552,utility,2018-06-26,Flexbeam unit with at least one twisted flexbeam element,2018
10005553,utility,2018-06-26,Rotor hub elastomeric bearing,2018
10005554,utility,2018-06-26,Unmanned aerial vehicle,2018
10005555,utility,2018-06-26,Imaging using multiple unmanned aerial vehicles,2018
10005556,utility,2018-06-26,Drone having drone-catching feature,2018
10005557,utility,2018-06-26,Pressure compensating air curtain for air cushion supported cargo loading platform,2018
10005558,utility,2018-06-26,Track fitting for aircraft seats,2018
10005559,utility,2018-06-26,Crash-resistant aircraft and crash-resistant control method,2018
10005560,utility,2018-06-26,Method of driving rotation of a rotorcraft rotor by anticipating torque needs between two rotary speed setpoints of the rotor,2018
10005561,utility,2018-06-26,Controlling aircraft using thrust differential trim,2018
10005562,utility,2018-06-26,Standby instrument panel for aircraft,2018
10005563,utility,2018-06-26,Methods and apparatus for determining seatbelt status,2018
10005564,utility,2018-06-26,Autonomous cargo handling system and method,2018
10005565,utility,2018-06-26,Stabilized wing rib components and methods for assembling such stabilized wing rib components with at least one other aircraft airfoil structural component,2018
10005566,utility,2018-06-26,Systems and methods for detection of dragging brake,2018
10005567,utility,2018-06-26,Method for stationing a satellite and in-orbit testing of its payload,2018
10005568,utility,2018-06-26,Energy efficient satellite maneuvering,2018
10005569,utility,2018-06-26,Triple flywheel assembly with attitude jitter minimization,2018
10005570,utility,2018-06-26,Strong bonded joints for cryogenic applications,2018
10005571,utility,2018-06-26,Deployable solar panel array for spacecraft,2018
10005572,utility,2018-06-26,System for filling a container with dip tubes,2018
10005573,utility,2018-06-26,Food container,2018
10005574,utility,2018-06-26,Method and device for handling test tubes in a laboratory automation system,2018
10005575,utility,2018-06-26,Facility and method for producing a container loaded with a biopharmaceutical fluid,2018
10005576,utility,2018-06-26,Apparatus and method for placing a scoop in a container,2018
10005577,utility,2018-06-26,Article stacking and packaging system,2018
10005578,utility,2018-06-26,Clipping tool assembly,2018
10005579,utility,2018-06-26,System and method for aseptic and sterile packaging of low acid liquids,2018
10005580,utility,2018-06-26,Rotation angle-based wrapping,2018
10005581,utility,2018-06-26,Effective circumference-based wrapping,2018
10005582,utility,2018-06-26,"Labelling device, labelling system and method for affixing a label to a product",2018
10005583,utility,2018-06-26,Pressure container with differential vacuum panels,2018
10005584,utility,2018-06-26,Synthetic resin bottle,2018
10005585,utility,2018-06-26,Wooden pallet with nail plates and related methods,2018
10005586,utility,2018-06-26,Dowel and pallet using dowel,2018
10005587,utility,2018-06-26,Forklift system for waste or recyclable material handling,2018
10005588,utility,2018-06-26,Case for tobacco products,2018
10005589,utility,2018-06-26,Two-in-one drinking vessel,2018
10005590,utility,2018-06-26,Container for articles,2018
10005591,utility,2018-06-26,Extendable pouring device and method of using same,2018
10005592,utility,2018-06-26,Child-resistant zipper and packaging bag incorporating said zipper,2018
10005593,utility,2018-06-26,Dispenser bag container and dispenser rack,2018
10005594,utility,2018-06-26,"Deforming element-included dispensing tip, deforming element-included dispensing device, and deforming element-included dispensing processing method",2018
10005595,utility,2018-06-26,Sealing cap,2018
10005596,utility,2018-06-26,Container,2018
10005597,utility,2018-06-26,"Device for dispensing and protecting a fluid, comprising a slit stopper",2018
10005598,utility,2018-06-26,Laminate,2018
10005599,utility,2018-06-26,Dispenser having pierceable membrane,2018
10005600,utility,2018-06-26,Hose clamp,2018
10005601,utility,2018-06-26,Packaging case,2018
10005602,utility,2018-06-26,Collapsible pouch provided with a closure assembly,2018
10005604,utility,2018-06-26,"Container for a pressurized beverage, in particular beer, and method of filling a container with a pressurized beverage",2018
10005605,utility,2018-06-26,Containers for holding materials,2018
10005606,utility,2018-06-26,Packaging system for immobilizing objects in a box having a square or rectangular configuration,2018
10005607,utility,2018-06-26,Vacuum lid,2018
10005608,utility,2018-06-26,Beverage systems and kits and methods of using the same,2018
10005609,utility,2018-06-26,Device and system for insulating items during delivery by a mobile robot,2018
10005610,utility,2018-06-26,Spray cap with actuator for aerosol can,2018
10005611,utility,2018-06-26,Protective case for electronic device,2018
10005612,utility,2018-06-26,Tube lamp packaging assembly,2018
10005613,utility,2018-06-26,Non-entry tank cleaning,2018
10005614,utility,2018-06-26,Surface conditioning of conveyor materials or contact surfaces,2018
10005615,utility,2018-06-26,Flights and fasteners for compact-grid conveyor belts,2018
10005616,utility,2018-06-26,Method for filling the pockets of a transport device in the form of a suspension conveyor and device for carrying out said method,2018
10005617,utility,2018-06-26,Bottle conveyor arrangement for conveying bottles and similar containers,2018
10005618,utility,2018-06-26,Material handling apparatus,2018
10005619,utility,2018-06-26,Beltline cleaner,2018
10005620,utility,2018-06-26,Conveyor belt assembly including an imaging system and systems and methods using the same,2018
10005621,utility,2018-06-26,Unloading device featuring vacuum suction,2018
10005622,utility,2018-06-26,Hopper insert with converging outlet,2018
10005623,utility,2018-06-26,Adjustable gate,2018
10005624,utility,2018-06-26,Maintenance access zones for storage and retrieval systems,2018
10005625,utility,2018-06-26,Plate support body and conveyance apparatus,2018
10005626,utility,2018-06-26,Vacuum laundry chute system,2018
10005627,utility,2018-06-26,Carton unloader with self-aligning interface,2018
10005628,utility,2018-06-26,Loading dock locking system,2018
10005629,utility,2018-06-26,Conveyance control of recording medium in image forming apparatus,2018
10005630,utility,2018-06-26,Sheet conveyance apparatus and image forming apparatus,2018
10005631,utility,2018-06-26,Lateral positioning device for a sheet element,2018
10005632,utility,2018-06-26,Stacking module with forced air flip assist,2018
10005633,utility,2018-06-26,Dispensers,2018
10005634,utility,2018-06-26,Pillow napkin dispensing system and method,2018
10005635,utility,2018-06-26,Winder for an endless material web,2018
10005636,utility,2018-06-26,Device for automatically unwinding web-shaped materials and method for operating such a device,2018
10005637,utility,2018-06-26,Sliding center tray paper removal,2018
10005638,utility,2018-06-26,Cutting device,2018
10005639,utility,2018-06-26,Sensors for conveyance control,2018
10005640,utility,2018-06-26,Elevator alert status indicator,2018
10005641,utility,2018-06-26,Elevator dampener and energy harvesting device and method,2018
10005642,utility,2018-06-26,Elevator and elevator rope,2018
10005643,utility,2018-06-26,Elevator system,2018
10005644,utility,2018-06-26,Machine for driving a lift,2018
10005645,utility,2018-06-26,Toe guard assembly for an elevator system,2018
10005646,utility,2018-06-26,"Boom element, telescopic boom, pinning system and construction vehicle",2018
10005647,utility,2018-06-26,Adaptation of a front winch device on a vehicle to raise a load to the rear of a vehicle,2018
10005648,utility,2018-06-26,Method of radio communication between columns of a lift and associated lift,2018
10005649,utility,2018-06-26,Workstation with configurable leaves,2018
10005650,utility,2018-06-26,Industrial truck with load rollers located in swiveling load roller carriers,2018
10005651,utility,2018-06-26,Implements and methods of manufacturing and using same,2018
10005652,utility,2018-06-26,Elevating lift with a stabilized movable base,2018
10005653,utility,2018-06-26,Filling element and filling machine,2018
10005654,utility,2018-06-26,"Apparatus, systems, and methods relating to transfer of fluids to/from containers and/or storage/transport of fluids in containers",2018
10005655,utility,2018-06-26,Modular beverage and ice dispensing unit,2018
10005656,utility,2018-06-26,Tap blaster,2018
10005657,utility,2018-06-26,Dispensing system and user interface,2018
10005658,utility,2018-06-26,Water dispenser and detachable water container with lateral connector connected thereto,2018
10005659,utility,2018-06-26,Method for simultaneous structuring and chip singulation,2018
10005660,utility,2018-06-26,Semiconductor package device including microelectromechanical system,2018
10005661,utility,2018-06-26,"Planar cavity MEMS and related structures, methods of manufacture and design structures",2018
10005662,utility,2018-06-26,Selective patterning of titanium encapsulation layers,2018
10005663,utility,2018-06-26,Method of manufacturing pattern substrate and method of locating component,2018
10005664,utility,2018-06-26,Method and system for producing a synthesis gas using an oxygen transport membrane based reforming system with secondary reforming and auxiliary heat source,2018
10005665,utility,2018-06-26,Methods and systems for producing high purity gaseous chlorine dioxide,2018
10005666,utility,2018-06-26,Claus process for sulfur recovery with intermediate water vapor removal by adsorption,2018
10005667,utility,2018-06-26,Sulfur dioxide scrubbing system and process for producing potassium products,2018
10005668,utility,2018-06-26,Methods for intercalating and exfoliating hexagonal boron nitride,2018
10005669,utility,2018-06-26,Method for mass production of phosphoric acid with rotary kiln,2018
10005670,utility,2018-06-26,Calcium polyphosphate salt particles and method of making,2018
10005671,utility,2018-06-26,"Apparatus for selective deposition of nanotubes, using a charging element, a template and a filter",2018
10005672,utility,2018-06-26,Method of forming particles comprising carbon and articles therefrom,2018
10005673,utility,2018-06-26,Purification of carbon dioxide streams,2018
10005674,utility,2018-06-26,Silica support structure for a zeolite membrane,2018
10005675,utility,2018-06-26,"Li4Sr(BO3)2 compound, Li4Sr(BO3)2 nonlinear optical crystal, preparation method and use thereof",2018
10005676,utility,2018-06-26,Process for preparing a powder comprising a solid solution of uranium dioxide and of a dioxide of at least one other actinide and/or lanthanide element,2018
10005677,utility,2018-06-26,Microparticles and a system and method for the synthesis of microparticles,2018
10005678,utility,2018-06-26,Method of cleaning a compact wastewater concentrator,2018
10005679,utility,2018-06-26,Black water processing system with high pressure flash vessel,2018
10005680,utility,2018-06-26,Device for purifying a liquid,2018
10005681,utility,2018-06-26,Sea water reverse osmosis system to reduce concentrate volume prior to disposal,2018
10005682,utility,2018-06-26,Holding tank-less water ozonating system,2018
10005683,utility,2018-06-26,Method and apparatus for nitrogen removal in wastewater treatment,2018
10005684,utility,2018-06-26,Treatment of aquifer matrix back diffusion,2018
10005685,utility,2018-06-26,"Scale inhibitor, scale-inhibiting device using the same, and scale-inhibiting system",2018
10005686,utility,2018-06-26,Fluid treatment system,2018
10005687,utility,2018-06-26,Dissolved air flotation system,2018
10005688,utility,2018-06-26,Desalination system and desalination method,2018
10005689,utility,2018-06-26,Atmospheric water harvester,2018
10005690,utility,2018-06-26,Foams made of amorphous hollow spheres and methods of manufacture thereof,2018
10005691,utility,2018-06-26,Damage resistant glass article,2018
10005692,utility,2018-06-26,White glass,2018
10005693,utility,2018-06-26,Opaque quartz glass and method for its production,2018
10005694,utility,2018-06-26,"Two component synthetic water retention agent and rheology modifier for use in cements, mortars and plasters",2018
10005695,utility,2018-06-26,Composition based on calcium silicate hydrate,2018
10005696,utility,2018-06-26,"Article having coating including compound of aluminum, boron and nitrogen",2018
10005697,utility,2018-06-26,Method and systems for isolation and/or separation of target products from animal produced waste streams,2018
10005698,utility,2018-06-26,Fertilizer composition and method for suspending fertilizer in an aqueous solution,2018
10005699,utility,2018-06-26,Nitride-based controlled-release fertilizers and process for making same,2018
10005700,utility,2018-06-26,Production of aromatics from di- and polyoxygenates,2018
10005701,utility,2018-06-26,"Support for supporting metals, metal-supported catalyst, methanation reaction apparatus, and method relating to these",2018
10005702,utility,2018-06-26,Catalyst coating and process for the conversion of oxygenates to olefins,2018
10005703,utility,2018-06-26,Propylene production using a mesoporous silica foam metathesis catalyst,2018
10005704,utility,2018-06-26,Method for prolonging a catalyst's life during hydrofluorination,2018
10005705,utility,2018-06-26,Process for the production of fluorinated cyclobutane,2018
10005706,utility,2018-06-26,Chiral siliceous composition useful as chiral heterogeneous catalyst and a process for the preparation thereof,2018
10005707,utility,2018-06-26,Treatment of alcohol compositions,2018
10005708,utility,2018-06-26,System and process for removal of organic carboxylates from mono ethylene glycol (MEG) water streams by acidification and vaporization under vacuum,2018
10005709,utility,2018-06-26,Method for producing a Bisphenol,2018
10005710,utility,2018-06-26,"Process of production of 1-(5,5-dimethylcyclohex-1-en-1-yl)ethanone and 1-(5,5-dimethylcyclohex-6-en-1-yl )ethanone",2018
10005711,utility,2018-06-26,"Process for large scale production of 1-isopropyl-3-{5-[1-(3-methoxypropyl)piperidin-4-YL]-[1,3,4]oxadiazol-2-YL}-1H-indazole oxalate",2018
10005712,utility,2018-06-26,Method for chemical conversion of unsaturated fatty acid by carbon chain extension reaction,2018
10005713,utility,2018-06-26,Lipid compositions comprising triacylglycerol with long-chain polyunsaturated fatty acids at the sn-2 position,2018
10005714,utility,2018-06-26,(Meth)acrylic acid ester compound and production method therefor,2018
10005715,utility,2018-06-26,Method for removing dye compounds from an aqueous sample using a functionalized asphaltene,2018
10005716,utility,2018-06-26,Method for synthesizing catecholamines by using plasma polymerization,2018
10005717,utility,2018-06-26,Photo-reactive binder,2018
10005718,utility,2018-06-26,"Catalyst, and method for producing oxidation product",2018
10005719,utility,2018-06-26,Method for directed catalytic functionalization of alcohols,2018
10005720,utility,2018-06-26,Compounds useful for the treatment of metabolic disorders and synthesis of the same,2018
10005721,utility,2018-06-26,Dimethylbenzoic acid compounds,2018
10005722,utility,2018-06-26,"Ketene imine compound, polyester film, back sheet for solar cell module, and solar cell module",2018
10005723,utility,2018-06-26,"Process to produce polycarbamate, polycarbamate produced thereby and a coating composition comprising the polycarbamate",2018
10005724,utility,2018-06-26,Therapeutic compounds and methods of use thereof,2018
10005725,utility,2018-06-26,"Method for producing pyrrole derivative, and intermediate thereof",2018
10005726,utility,2018-06-26,Ribociclib intermediate and preparation method therefor,2018
10005727,utility,2018-06-26,Compound and analogues for tracing histone acetylation inhibitors PET imaging for diagnosis and treatment of tumors,2018
10005728,utility,2018-06-26,Substituted indole Mcl-1 inhibitors,2018
10005729,utility,2018-06-26,Organic compounds and electronic device comprising an organic layer comprising the organic compounds,2018
10005730,utility,2018-06-26,"3-aminocarbazole compound, pharmaceutical composition containing it and preparation method therefor",2018
10005731,utility,2018-06-26,Modulators of the retinoid-related orphan receptor gamma (ROR-gamma) for use in the treatment of autoimmune and inflammatory diseases,2018
10005732,utility,2018-06-26,Potent non-urea inhibitors of soluble epoxide hydrolase,2018
10005733,utility,2018-06-26,N-(4-hydroxy-4-methyl-cyclohexyl)-4-phenyl-benzenesulfonamide and N-(4-hydroxy-4-methyl-cyclohexyl)-4-(2-pyridyl)-benzenesulfonamide compounds and their therapeutic use,2018
10005734,utility,2018-06-26,Pyridin-2(1H)-one quinolinone derivatives as mutant-isocitrate dehydrogenase inhibitors,2018
10005735,utility,2018-06-26,Inhibitors of RPN11,2018
10005736,utility,2018-06-26,Pyridine and pyrimidine derivatives,2018
10005737,utility,2018-06-26,"Methods of regioselective synthesis of 2,4-disubstituted pyrimidines",2018
10005738,utility,2018-06-26,Salts of an epidermal growth factor receptor kinase inhibitor,2018
10005739,utility,2018-06-26,Quinazolinone and isoquinolinone derivative,2018
10005740,utility,2018-06-26,Neprilysin inhibitors,2018
10005741,utility,2018-06-26,Therapeutic compounds,2018
10005742,utility,2018-06-26,Method for producing epoxy compound containing hydrogen peroxide stabilizer,2018
10005743,utility,2018-06-26,Methods for producing viloxazine salts and novel polymorphs thereof,2018
10005744,utility,2018-06-26,Compounds for the treatment or prevention of breast cancer,2018
10005745,utility,2018-06-26,Amyloid targeting agents and methods of using the same,2018
10005746,utility,2018-06-26,Molecular catalysts capable of catalyzing oxidation of hydrocarbons and method for oxidizing hydrocarbons,2018
10005747,utility,2018-06-26,Process for the production of γ-valerolactone,2018
10005748,utility,2018-06-26,5-hydroxymethylfurfural production using a multi-fluorinated alcohol compound,2018
10005749,utility,2018-06-26,Closed-loop production of furfural from biomass,2018
10005750,utility,2018-06-26,Developing potent urate transporter inhibitors: compounds designed for their uricosuric action,2018
10005751,utility,2018-06-26,Process for producing 4-azidosulfonylphthalic anhydride,2018
10005752,utility,2018-06-26,Anticancer agent,2018
10005753,utility,2018-06-26,Methods for producing beraprost and its derivatives,2018
10005754,utility,2018-06-26,"Form of spirodiclofen, a process for its preparation and use the same",2018
10005755,utility,2018-06-26,Most effective process for base-free preparation of ketone intermediates usable for manufacture of nebivolol,2018
10005756,utility,2018-06-26,Pyrrolidinone derivatives as MetAP-2 inhibitors,2018
10005757,utility,2018-06-26,Revaprazan hydrochloride polymorphs and preparation method therefor,2018
10005758,utility,2018-06-26,Process for the preparation of 3-(3-chloro-1H-pyrazol-1-yl)pyridine,2018
10005759,utility,2018-06-26,"Carbazole-containing amides, carbamates, and ureas as cryptochrome modulators",2018
10005760,utility,2018-06-26,Forms and compositions of an ERK inhibitor,2018
10005761,utility,2018-06-26,Compounds and compositions as protein kinase inhibitors,2018
10005762,utility,2018-06-26,Pyridine derivatives,2018
10005763,utility,2018-06-26,Photochromic compounds,2018
10005764,utility,2018-06-26,Halogenated quinazolin-THF-amines as PDE1 inhibitors,2018
10005765,utility,2018-06-26,Benzimidazole derivatives as ERBB tyrosine kinase inhibitors for the treatment of cancer,2018
10005766,utility,2018-06-26,Method for producing fused heterocyclic compound,2018
10005767,utility,2018-06-26,Compositions and methods for inhibition of the JAK pathway,2018
10005768,utility,2018-06-26,Carboxamide derivatives and use thereof,2018
10005769,utility,2018-06-26,"2,3-dihydrobenzofuran-5YL compounds as DYRK kinase inhibitors",2018
10005770,utility,2018-06-26,"Process for the preparation of N-[(3-aminooxetan-3-yl)methyl]-2-(1,1-dioxo-3,5-dihydro-1,4-benzothiazepin-4-yl)-6-methyl-quinazolin-4-amine",2018
10005771,utility,2018-06-26,Bicyclic derivatives having β2 adrenergic agonist and M3 muscarinic antagonist activities,2018
10005772,utility,2018-06-26,Immune response modifier compositions and methods,2018
10005773,utility,2018-06-26,"1-(4-pyrimidinyl)-1H-pyrrolo[3,2-c]pyridine derivatives as NIK inhibitors",2018
10005774,utility,2018-06-26,Syk inhibitors,2018
10005775,utility,2018-06-26,Pesticidally active heterocyclic derivatives with sulphur containing substituents,2018
10005776,utility,2018-06-26,Compounds as NIK inhibitors,2018
10005777,utility,2018-06-26,Protein kinase C inhibitors and uses thereof,2018
10005778,utility,2018-06-26,Method for preparing Palbociclib,2018
10005779,utility,2018-06-26,"1′,4′-thio nucleosides for the treatment of HCV",2018
10005780,utility,2018-06-26,Production method of imidazole derivatives,2018
10005781,utility,2018-06-26,"Pyrazolopyrimidone or pyrrolotriazone derivatives, method of preparing same, and pharmaceutical applications thereof",2018
10005782,utility,2018-06-26,"Substituted pyrazolo[1,5-a]pyrimidines as bruton's tyrosine kinase modulators",2018
10005783,utility,2018-06-26,"Method of treatment using substituted pyrazolo[1,5-a] pyrimidine compounds",2018
10005784,utility,2018-06-26,"Pyridines, pyrimidines, and pyrazines, as BTK inhibitors and uses thereof",2018
10005785,utility,2018-06-26,"Substituted 6,7-dihydropyrazolo[1,5-a] pyrazines as negative allosteric modulators of mGlUR2 receptors",2018
10005786,utility,2018-06-26,"Substituted 6,7-dihydropyrazolo[1,5-a]pyrazines as negative allosteric modulators of MGLUR2 receptors",2018
10005787,utility,2018-06-26,Highly photo-stable bis-triazole fluorophores,2018
10005788,utility,2018-06-26,Bicyclic fused pyrimidine compounds as TAM inhibitors,2018
10005789,utility,2018-06-26,Organic compounds,2018
10005790,utility,2018-06-26,Process for the synthesis of substituted morphinans,2018
10005791,utility,2018-06-26,O-demethylating process of methoxy substituted morphinan-6-one derivatives,2018
10005792,utility,2018-06-26,"Aminoindane-, aminotetrahydronaphthalene- and aminobenzocyclobutane-derived PRMT5-inhibitors",2018
10005793,utility,2018-06-26,Bodipy dyes for biological imaging,2018
10005794,utility,2018-06-26,"Production method for 2-fluoro-4-borono-L-phenylalanine, and precursor of 2-fluoro-4-borono-L-phenylalanine",2018
10005795,utility,2018-06-26,"Group 4 metal element-containing compound, method of preparing the same, precursor composition including the same for depositing film, and method of depositing film using the same",2018
10005796,utility,2018-06-26,Substituted angular bistetracenes and substituted angular bisoligoacenes and electronic devices made with same,2018
10005797,utility,2018-06-26,Hydrosilylation reaction catalyst,2018
10005798,utility,2018-06-26,Plasma-assisted organofunctionalization of silicon tetrahalides or organohalosilanes,2018
10005799,utility,2018-06-26,Bis (alkoxysilyl-vinylene) group-containing silicon compound and production method of same,2018
10005800,utility,2018-06-26,Mixed metal halide perovskite compound and semiconductor device including the same,2018
10005801,utility,2018-06-26,Compounds for pH-controlled release of hydrogen sulfide,2018
10005802,utility,2018-06-26,Amide compounds for treatment of complement mediated disorders,2018
10005803,utility,2018-06-26,Crystalline forms of fosnetupitant,2018
10005804,utility,2018-06-26,TC-PTP inhibitors as APC activators for immunotherapy,2018
10005805,utility,2018-06-26,Activators of glucokinase,2018
10005806,utility,2018-06-26,"Metalporphyrin complex, preparation method therefor and method for preparing polycarbonate",2018
10005807,utility,2018-06-26,Synthesis of sialylated/fucosylated human milk oligosaccharides,2018
10005808,utility,2018-06-26,"Crystal of alkali metal N-acetylneuraminate anhydrate, and process for producing same",2018
10005809,utility,2018-06-26,Bio-active antioxidants from plant foods for nutraceutical product development,2018
10005810,utility,2018-06-26,Process for preparing nucleoside prodrugs,2018
10005811,utility,2018-06-26,β-D-2′-deoxy-2′-α-fluoro-2′β-C-substituted-2-modified-N6-substituted purine nucleotides for HCV treatment,2018
10005812,utility,2018-06-26,Transition metal molybdotungsten oxy-hydroxide,2018
10005813,utility,2018-06-26,Methods for the purification of deoxycholic acid,2018
10005814,utility,2018-06-26,Ligand functionalized polymers,2018
10005815,utility,2018-06-26,Biologically cleavable tetrapeptide linking agents,2018
10005816,utility,2018-06-26,Peptides and their use in food and beverage,2018
10005817,utility,2018-06-26,Peptide pharmaceuticals,2018
10005818,utility,2018-06-26,Derivative peptide compounds and methods of use,2018
10005819,utility,2018-06-26,Method of purifying authentic trimeric HIV-1 GP140 envelope glycoproteins comprising a long linker and tag,2018
10005820,utility,2018-06-26,Therapeutic compositions and methods for antibody and Fc-containing targeting molecule-based targeted delivery of bioactive molecules by bacterial minicells,2018
10005821,utility,2018-06-26,Modifications of cupredoxin derived peptides and methods of use thereof,2018
10005822,utility,2018-06-26,Treatment of ischemia,2018
10005823,utility,2018-06-26,"Peptides having effects on promoting wound healing, collagen production, angiogenesis, activation of immunocytes and applications thereof",2018
10005824,utility,2018-06-26,Selective PYY compounds and uses thereof,2018
10005825,utility,2018-06-26,"Compositions and methods related to diseases associated with deposits of amyloid, tau, and alpha-synuclein",2018
10005826,utility,2018-06-26,Compounds that bind to the erythropoietin receptor,2018
10005827,utility,2018-06-26,Double-acylated GLP-1 derivatives,2018
10005828,utility,2018-06-26,Peptides and combination of peptides for use in immunotherapy against various tumors,2018
10005829,utility,2018-06-26,Synthetic linear apelin mimetics for the treatment of heart failure,2018
10005830,utility,2018-06-26,"Antigen binding dimer-complexes, methods of making/avoiding and uses thereof",2018
10005831,utility,2018-06-26,Human binding molecules capable of neutralizing influenza virus H5N1 and uses thereof,2018
10005832,utility,2018-06-26,Method for treating a disease originated from receptor activation by EREG and TGFα,2018
10005833,utility,2018-06-26,Methods of treating inflammation associated airway diseases and viral infections,2018
10005834,utility,2018-06-26,Biomarkers related to interleukin-33 (IL-33)-mediated diseases and uses thereof,2018
10005835,utility,2018-06-26,Anti-IL-4/anti-IL-13 bispecific antibody formulations,2018
10005836,utility,2018-06-26,Antibody drug conjugates,2018
10005837,utility,2018-06-26,B7 family member zB7H6 and related compositions and methods,2018
10005838,utility,2018-06-26,Milk fat globule epidermal growth factor 8 regulates fatty acid uptake,2018
10005839,utility,2018-06-26,Antagonist of the BTLA/HVEM interaction for use in therapy,2018
10005840,utility,2018-06-26,Method for treatment of osteoarthritis with C-Fms antagonists,2018
10005841,utility,2018-06-26,Method of treating a solid tumor with IL1RAP antibodies,2018
10005842,utility,2018-06-26,Method of treatment for leukemia using an anti-IL1RAP antibody,2018
10005843,utility,2018-06-26,Anti-TNFRSF25 antibodies,2018
10005844,utility,2018-06-26,Polynucleotides encoding anti-Notch1 NRR antibody polypeptides,2018
10005845,utility,2018-06-26,"Antibodies and fragments thereof raised against the alpha-3 domain of HLA-G protein, methods and means for their preparation, and uses thereof",2018
10005846,utility,2018-06-26,Anti-transglutaminase 2 antibodies,2018
